BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,YEAR BUILT,SALE PRICE,SALE DATE
2,WILLIAMSBRIDGE,03 THREE FAMILY DWELLINGS                  ,1,4685,10,941 EAST 214TH STREET,10469,3,0,3,2058,1925,490000,4/13/2017
4,HAMMELS,01 ONE FAMILY DWELLINGS                    ,1,16125,8,316 BEACH 92ND STREET,11693,1,0,1,1837,1964,345000,3/13/2017
1,SOHO,10 COOPS - ELEVATOR APARTMENTS             ,2,516,7,"140 THOMPSON STREET, 2B",10012,0,0,0,0,1903,0,6/13/2017
1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1458,1103,"420 EAST 64TH STREET, E10E",10065,0,0,0,0,1958,847000,5/11/2017
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,7579,10,"1655 FLATBUSH AVENUE, A2107",11210,0,0,0,0,1964,227000,3/22/2017
4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6416,52,146-15 60 AVE,11355,1,0,1,2100,1940,945000,6/15/2017
1,GREENWICH VILLAGE-CENTRAL,17 CONDO COOPS                             ,2,561,1003,"63 EAST 9TH STREET, 14M",10003,0,0,0,0,1955,2570000,4/13/2017
3,MILL BASIN,01 ONE FAMILY DWELLINGS                    ,1,8594,67,2768 EAST 63RD   STREET,11234,1,0,1,1800,1960,735000,7/25/2017
3,BOERUM HILL,01 ONE FAMILY DWELLINGS                    ,1,178,7,77 BOND STREET,11217,1,0,1,1183,2015,4600000,2/21/2017
5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS                    ,1,4050,9,178 MILTON AVENUE,10306,1,0,1,4000,1960,470000,1/20/2017
2,PELHAM GARDENS,02 TWO FAMILY DWELLINGS                    ,1,4490,3,2404 LODOVICK AVENUE,10469,2,0,2,4257,1999,600000,4/4/2017
5,SOUTH BEACH,02 TWO FAMILY DWELLINGS                    ,1,3110,75,78 ARTHUR AVENUE,10305,2,0,2,4000,1920,700000,5/31/2017
3,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,1378,40,1430 STERLING PLACE,11213,2,0,2,2000,1899,0,1/3/2017
3,BOERUM HILL,14 RENTALS - 4-10 UNIT                     ,2A,385,12,88 BERGEN STREET,11201,3,1,4,1500,1931,2673000,1/4/2017
4,ELMHURST,01 ONE FAMILY DWELLINGS                    ,1,1519,64,74-11 43RD   AVENUE,11373,1,0,1,3125,1940,750000,5/19/2017
3,SUNSET PARK,04 TAX CLASS 1 CONDOS                      ,0,885,1203,288 19TH    STREET,0,0,0,0,0,0,1760000,6/22/2017
1,WASHINGTON HEIGHTS UPPER,13 CONDOS - ELEVATOR APARTMENTS            ,2,2164,1117,160 WADSWORTH AVENUE,10033,1,0,1,0,0,545000,5/25/2017
4,MASPETH,01 ONE FAMILY DWELLINGS                    ,1,2780,7,60-54 68TH   STREET,11378,1,0,1,2020,1950,605000,4/18/2017
4,COLLEGE POINT,07 RENTALS - WALKUP APARTMENTS             ,2A,3995,1,11-33/35 COLLEGE POINT BLVD,11356,4,0,4,5288,1928,1200000,5/31/2017
1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1273,1090,58 WEST 58TH   STREET,10019,1,0,1,0,0,0,6/9/2017
3,WILLIAMSBURG-CENTRAL,12 CONDOS - WALKUP APARTMENTS              ,2,2166,1034,65 MORTON STREET,11249,1,0,1,0,0,0,2/2/2017
3,OLD MILL BASIN,01 ONE FAMILY DWELLINGS                    ,1,7904,73,2468 RALPH AVENUE,11234,1,0,1,2050,1925,590000,6/20/2017
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,3334,250,"78-14 AUSTIN STREET, 2D",11375,0,0,0,0,1932,0,7/20/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1934,55,103-27 51 AVE,11368,3,0,3,1622,1920,0,7/29/2017
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,1,12477,33,179-56 ZOLLER ROAD,11434,1,0,1,5591,1950,535500,2/22/2017
3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,1,1802,26,216 LEXINGTON AVENUE,11216,2,0,2,2000,1899,1850000,8/7/2017
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS                    ,1,5414,128,3291 LUCERNE STREET,10465,1,0,1,2500,1920,340000,4/26/2017
2,BAYCHESTER,02 TWO FAMILY DWELLINGS                    ,1,4746,12,3241 EASTCHESTER ROAD,10469,2,0,2,2200,1955,0,4/4/2017
5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,1,1600,58,104 ELSON STREET,10314,1,0,1,1379,2014,529490,2/13/2017
3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5491,22,1540 56 STREET,11219,3,0,3,3339,1990,0,2/28/2017
3,SHEEPSHEAD BAY,02 TWO FAMILY DWELLINGS                    ,1,7455,65,1105 GILMORE COURT,11235,2,0,2,2046,1960,0,8/9/2017
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2235,38,"71-40 112 ST, 301",11375,0,0,0,0,1961,0,6/21/2017
3,CROWN HEIGHTS,07 RENTALS - WALKUP APARTMENTS             ,2A,1381,60,1623 ST JOHNS PLACE,11233,4,0,4,2255,1906,0,7/20/2017
4,GLENDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,3907,960,"83-15 98 STREET, 4K",11421,0,0,0,0,1954,155000,6/15/2017
3,CONEY ISLAND,10 COOPS - ELEVATOR APARTMENTS             ,2,7273,50,"2944 WEST 5TH STREET, 23O",11224,0,0,0,0,1964,310000,5/4/2017
4,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS            ,0,5011,1372,142-38 37TH   AVENUE,11354,0,0,0,0,0,649872,8/15/2017
1,HARLEM-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1681,1222,333 EAST 109TH STREET,10029,1,0,1,0,2007,863000,8/22/2017
3,BROWNSVILLE,41 TAX CLASS 4 - OTHER                     ,4,3677,18,1696 EAST NEW YORK AVENUE,11212,0,0,0,5073,0,0,1/24/2017
3,RED HOOK,04 TAX CLASS 1 CONDOS                      ,1A,577,1009,20 DIKEMAN STREET,11231,1,0,1,0,2006,850000,1/26/2017
4,FAR ROCKAWAY,05 TAX CLASS 1 VACANT LAND                 ,1B,15817,91,N/A BEACH 25 STREET,11691,0,0,0,2450,0,0,3/30/2017
3,FLATBUSH-EAST,02 TWO FAMILY DWELLINGS                    ,1,4725,56,427 EAST 53RD   STREET,11203,2,0,2,2000,1920,470000,7/14/2017
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,1,11758,37,122-21 134TH STREET,11420,1,0,1,3000,1920,0,6/10/2017
4,JAMAICA ESTATES,01 ONE FAMILY DWELLINGS                    ,1,7236,97,177-31 EDGERTON ROAD,11432,1,0,1,5207,1935,588548,8/18/2017
4,COLLEGE POINT,31 COMMERCIAL VACANT LAND                  ,4,4317,1,122-02 28TH   AVENUE,11354,0,1,1,20953,1950,1,2/1/2017
3,CYPRESS HILLS,02 TWO FAMILY DWELLINGS                    ,1,3936,31,102 JEROME STREET,11207,2,0,2,5368,1905,0,4/3/2017
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,1,12250,41,120-08 LONG STREET,11434,1,0,1,2000,1920,430000,3/20/2017
3,GRAVESEND,04 TAX CLASS 1 CONDOS                      ,1A,6897,1101,162 BAY 43RD   STREET,11214,1,0,1,0,2006,525000,6/1/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5975,88,8009 HARBOR VIEW TERRACE,11209,1,0,1,4200,1925,2950000,4/5/2017
5,TOTTENVILLE,02 TWO FAMILY DWELLINGS                    ,1,7915,36,316 MAIN STREET,10307,2,0,2,5700,1984,763000,2/24/2017
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8307,59,1440 EAST 105 STREET,11236,2,0,2,4200,1955,715000,4/28/2017
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2211,1,"6861 YELLOWSTONE BLVD, 704",11375,0,0,0,0,1949,800000,4/26/2017
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1336,10,"321 EAST 43RD STREET, 505",10017,0,0,0,0,1928,950000,2/23/2017
3,BROWNSVILLE,02 TWO FAMILY DWELLINGS                    ,1,3626,39,492 THATFORD STREET,11212,2,0,2,2352,1930,749000,5/15/2017
3,WILLIAMSBURG-EAST,07 RENTALS - WALKUP APARTMENTS             ,2B,2764,29,321 GRAHAM AVENUE,11211,7,1,8,1875,1920,0,4/29/2017
5,WILLOWBROOK,02 TWO FAMILY DWELLINGS                    ,1,1984,28,91 FIELDS AVENUE,10314,2,0,2,4200,1970,798000,7/18/2017
4,FLUSHING-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5050,20,"144-44 41ST AVE, 1S",11355,0,0,0,0,1951,270000,7/19/2017
1,GRAMERCY,13 CONDOS - ELEVATOR APARTMENTS            ,2,879,1054,121 EAST 23RD STREET,10010,1,0,1,0,2004,1960000,6/27/2017
5,ANNADALE,05 TAX CLASS 1 VACANT LAND                 ,1B,6229,23,IONIA AVENUE,0,0,0,0,8000,0,0,5/16/2017
5,STAPLETON-CLIFTON,01 ONE FAMILY DWELLINGS                    ,1,2840,57,64 TOWNSEND AVENUE,10304,1,0,1,4620,1955,435000,1/25/2017
3,WILLIAMSBURG-SOUTH,03 THREE FAMILY DWELLINGS                  ,1,2449,31,321 SOUTH 5TH STREET,11211,3,0,3,2274,1899,0,5/24/2017
4,REGO PARK,10 COOPS - ELEVATOR APARTMENTS             ,2,2086,50,"97-07 63RD ROAD, 9-B",11374,0,0,0,0,1955,0,1/20/2017
4,HOLLIS,02 TWO FAMILY DWELLINGS                    ,1,10471,42,196-01 89TH AVENUE,11423,2,0,2,3404,1965,580000,3/24/2017
4,ASTORIA,02 TWO FAMILY DWELLINGS                    ,1,569,10,23-41 31ST   ROAD,11106,2,0,2,3340,1915,1575000,4/13/2017
3,BOROUGH PARK,01 ONE FAMILY DWELLINGS                    ,1,5703,7,1114 58TH STREET,11219,1,0,1,4007,1920,0,2/1/2017
4,MIDDLE VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,2989,65,6335 78 STREET,11379,2,0,2,2800,1950,0,3/24/2017
1,UPPER WEST SIDE (96-116),13 CONDOS - ELEVATOR APARTMENTS            ,2,1888,1004,318 WEST 100 STREET,10025,1,0,1,0,0,0,3/13/2017
3,BOROUGH PARK,07 RENTALS - WALKUP APARTMENTS             ,2A,5710,11,1128 59TH   STREET,11219,4,0,4,3005,1920,2100000,4/7/2017
4,FLUSHING-NORTH,07 RENTALS - WALKUP APARTMENTS             ,2A,5356,15,40-30 192ND   STREET,11358,4,0,4,3458,1951,0,3/23/2017
5,DONGAN HILLS-COLONY,01 ONE FAMILY DWELLINGS                    ,1,848,228,107 SPARKILL AVENUE,10304,1,0,1,4000,1940,510000,1/23/2017
1,MURRAY HILL,02 TWO FAMILY DWELLINGS                    ,1,913,42,242 EAST 33 STREET,10016,2,0,2,1852,1901,0,7/13/2017
1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1067,1201,462 WEST 58TH   STREET,10019,1,0,1,0,2008,2150000,5/1/2017
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,5953,38,"5700 ARLINGTON AVENUE, 20D",10471,0,0,0,0,1961,190000,7/14/2017
4,FOREST HILLS,17 CONDO COOPS                             ,2,3293,1010,"110-34 73RD   ROAD, 1L",11375,0,0,0,0,1942,320627,1/25/2017
3,CROWN HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2,1273,1,"1001 PRESIDENT STREET, L4",11225,0,0,0,0,1922,25000,7/13/2017
3,MIDWOOD,01 ONE FAMILY DWELLINGS                    ,1,7610,66,1052 EAST 29TH STREET,11210,1,0,1,2000,1925,800000,5/16/2017
3,GREENPOINT,07 RENTALS - WALKUP APARTMENTS             ,2A,2599,31,149 MESEROLE AVENUE,11222,6,0,6,2500,1930,2200000,7/11/2017
2,MELROSE/CONCOURSE,08 RENTALS - ELEVATOR APARTMENTS           ,2,2429,34,1109 CLAY AVENUE,10456,60,0,60,12344,1931,0,6/29/2017
3,PARK SLOPE SOUTH,02 TWO FAMILY DWELLINGS                    ,1,1035,58,293 14TH STREET,11215,2,0,2,1875,1901,1450000,2/3/2017
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,871,7,"105 EAST 15TH STREET, 38",10003,0,0,0,0,1900,375000,2/8/2017
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,717,1027,422 WEST 20TH   STREET,10011,1,0,1,0,1920,1440000,8/14/2017
3,DYKER HEIGHTS,03 THREE FAMILY DWELLINGS                  ,1,6155,55,1259 70TH   STREET,11228,3,0,3,2000,2015,0,3/7/2017
4,REGO PARK,10 COOPS - ELEVATOR APARTMENTS             ,2,3099,42,"65-65 WETHEROLE STREET, 5U",11374,0,0,0,0,1959,408000,2/3/2017
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7739,3,"219-25 74TH AVENUE, 439B2",11364,0,0,0,0,1952,269000,2/10/2017
3,DYKER HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,6022,3,8319 10TH AVENUE,11228,1,0,1,2000,1925,770000,6/6/2017
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS                    ,1,2925,339,83 CIRCLE LOOP,10304,1,0,1,1208,1995,350000,4/20/2017
4,FLUSHING-SOUTH,04 TAX CLASS 1 CONDOS                      ,1A,6797,1013,71-20 162ND   STREET,11365,1,0,1,0,1988,0,1/23/2017
1,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,610,1033,45 CHRISTOPHER STREET,10014,1,0,1,0,1931,1595000,6/26/2017
1,TRIBECA,13 CONDOS - ELEVATOR APARTMENTS            ,2,16,1029,377 RECTOR PLACE,10280,1,0,1,0,0,1749879,3/28/2017
4,ELMHURST,01 ONE FAMILY DWELLINGS                    ,1,2486,47,73-05 52 ROAD,11378,1,0,1,2952,1930,18000,4/25/2017
4,MIDDLE VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,3800,29,79-48 69TH   AVENUE,11379,2,0,2,2400,1925,600000,4/21/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10785,12,220-14 99TH AVENUE,11429,1,0,1,3960,1925,0,5/1/2017
4,FOREST HILLS,01 ONE FAMILY DWELLINGS                    ,1,2193,20,110-28 68TH   AVENUE,11375,1,0,1,5000,1920,0,8/3/2017
4,BAYSIDE,01 ONE FAMILY DWELLINGS                    ,1,6208,26,40-07 205TH   STREET,11361,1,0,1,4000,1940,0,4/17/2017
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS             ,2A,745,63,348 WEST 22ND STREET,10011,4,0,4,2057,1900,8000000,2/6/2017
2,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS                    ,1,3256,51,235 WEST KINGSBRIDGE ROA,10463,1,0,1,9570,1915,0,5/12/2017
3,BENSONHURST,07 RENTALS - WALKUP APARTMENTS             ,2A,5560,29,1740 66TH STREET,11204,4,0,4,3500,1931,0,8/10/2017
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,1,12058,198,128-08 142ND   STREET,11436,1,0,1,2184,1925,346273,2/19/2017
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7629,2,"69-29 BELL BOULEVARD, 32089",11364,0,0,0,0,1949,335000,7/28/2017
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1386,64,"4 EAST 72 ST, PH",10021,0,0,0,0,1929,13995000,6/13/2017
1,UPPER EAST SIDE (59-79),09 COOPS - WALKUP APARTMENTS               ,2,1489,8,"509 EAST 77TH STREET, 6P",10075,0,0,0,0,1900,395000,1/5/2017
2,BEDFORD PARK/NORWOOD,03 THREE FAMILY DWELLINGS                  ,1,3281,23,2997 MARION AVENUE,10458,3,0,3,2835,1925,480000,3/30/2017
3,DOWNTOWN-FULTON MALL,13 CONDOS - ELEVATOR APARTMENTS            ,2,164,1328,189 SCHERMERHORN,11201,1,0,1,0,2007,770000,1/30/2017
2,MOUNT HOPE/MOUNT EDEN,01 ONE FAMILY DWELLINGS                    ,1,2808,131,165 BUSH STREET,10453,1,0,1,2215,1910,0,7/26/2017
3,PROSPECT HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,1171,2,"315 SAINT JOHNS PLACE, 1E",11238,0,0,0,0,1921,879000,7/28/2017
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8561,26,80-42 249TH STREET,11426,1,0,1,1944,1945,0,3/20/2017
3,GOWANUS,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1021,1102,175 12TH   STREET,11215,1,0,1,0,2008,975000,3/9/2017
1,GREENWICH VILLAGE-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,567,1090,25 FIFTH AVENUE,10003,1,0,1,0,1921,3350000,6/29/2017
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1448,17,"345 EAST 73RD STREET, 3A",10021,0,0,0,0,1961,845000,4/20/2017
5,NEW BRIGHTON,01 ONE FAMILY DWELLINGS                    ,1,26,58,170 DANIEL LOW TERRACE,10301,1,0,1,5000,1899,0,2/2/2017
3,WILLIAMSBURG-SOUTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,2135,1946,429 KENT AVENUE,11249,1,0,1,0,2009,747802,4/28/2017
2,EAST TREMONT,07 RENTALS - WALKUP APARTMENTS             ,2,3061,42,2018 MONTEREY AVENUE,10457,71,0,71,17500,1928,10700000,7/10/2017
3,PROSPECT HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,1170,9,"34 PLAZA STREET, 210",11238,0,0,0,0,1956,593750,6/8/2017
4,RIDGEWOOD,02 TWO FAMILY DWELLINGS                    ,1,3385,67,20-19 LINDEN STREET,11385,2,0,2,2000,1901,825000,1/4/2017
4,BEECHHURST,01 ONE FAMILY DWELLINGS                    ,1,4554,63,158-22 POWELLS COVE BOULEVA,11357,1,0,1,3008,1930,680000,4/13/2017
3,GRAVESEND,04 TAX CLASS 1 CONDOS                      ,1A,6382,1201,15 BAY 31ST STREET,11214,1,0,1,0,2013,780000,2/23/2017
2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS                    ,1,5357,2,2903 LA SALLE AVENUE,10461,2,0,2,3440,1950,244500,1/27/2017
3,DOWNTOWN-METROTECH,13 CONDOS - ELEVATOR APARTMENTS            ,2,133,1290,306 GOLD STREET,11201,1,0,1,0,0,1515000,2/24/2017
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS                    ,1,5596,35,479 WILSON AVENUE,10312,1,0,1,2085,1990,487500,1/17/2017
4,ARVERNE,01 ONE FAMILY DWELLINGS                    ,1,16034,69,507 BEACH 67 STREET,11692,1,0,1,3000,1930,525000,8/17/2017
4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS                    ,1,6433,5,150-20 59TH   AVENUE,11355,2,0,2,1800,1945,0,3/31/2017
4,LAURELTON,01 ONE FAMILY DWELLINGS                    ,1,12892,63,130-18 217TH   STREET,11413,1,0,1,4000,1945,490000,2/15/2017
4,CORONA,02 TWO FAMILY DWELLINGS                    ,1,1762,26,37-48 100TH STREET,11368,2,0,2,2742,1920,135000,5/18/2017
1,TRIBECA,13 CONDOS - ELEVATOR APARTMENTS            ,2,16,1530,30 LITTLE WEST STREET,10004,1,0,1,0,2005,2310000,3/28/2017
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS                    ,1,5687,126,1150 ARTHUR KILL ROAD,10312,1,0,1,4000,1975,490000,6/30/2017
4,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,11066,7,194-07 LINDEN BOULEVARD,11412,2,1,3,1713,1920,420000,1/16/2017
3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,217,1,"75 HENRY STREET, 22F",11201,0,0,0,0,1967,785000,6/13/2017
3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,742,67,825 45TH STREET,11220,2,0,2,3639,1925,492500,7/24/2017
1,UPPER WEST SIDE (79-96),33 EDUCATIONAL FACILITIES                  ,4,1199,44,18 WEST 86TH   STREET,10024,0,0,0,2554,1910,10,6/29/2017
4,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,5005,1201,148-09 NORTHERN BOULEVARD,11354,1,0,1,0,1924,540000,3/6/2017
2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS            ,2,5780,1024,445 WEST 240 STREET,10463,1,0,1,0,1949,0,6/18/2017
4,WOODSIDE,10 COOPS - ELEVATOR APARTMENTS             ,2,1111,1,"54-17 31 AVENUE, 6I",11377,0,0,0,0,1935,295000,5/2/2017
3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5695,1601,1044 57TH STREET,11219,1,0,1,0,2016,1170987,5/18/2017
3,PARK SLOPE,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,998,1008,243 8TH STREET,11215,1,0,1,0,0,1675000,6/26/2017
3,WILLIAMSBURG-NORTH,13 CONDOS - ELEVATOR APARTMENTS            ,0,2348,1321,184 KENT AVENUE,0,0,0,0,0,0,791180,6/30/2017
4,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,5134,1048,42-20 KISSENA BOULEVARD,11355,1,0,1,0,1926,830000,8/11/2017
4,OZONE PARK,03 THREE FAMILY DWELLINGS                  ,1,9054,97,83-05 101ST AVENUE,11416,3,0,3,2000,1910,740250,6/9/2017
4,WOODSIDE,03 THREE FAMILY DWELLINGS                  ,1,1182,22,33-41 58TH STREET,11377,3,0,3,2500,1940,0,2/27/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10754,124,224-39 DAVENPORT AVE,11428,1,0,1,2800,1930,456750,2/8/2017
4,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,5066,1929,131-05 40TH   ROAD,11354,1,0,1,0,2015,1183448,8/3/2017
1,KIPS BAY,13 CONDOS - ELEVATOR APARTMENTS            ,2,969,1180,415 EAST 37TH STREET,10016,1,0,1,0,1988,1050000,8/16/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1723,27,108-09 34TH   AVENUE,11368,3,0,3,2000,1920,860000,6/21/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,4529,35,957 CRESCENT STREET,11208,2,0,2,2000,1920,652000,4/28/2017
4,LONG ISLAND CITY,28 COMMERCIAL CONDOS                       ,4,429,1002,42-60 CRESCENT STREET,11101,0,1,1,0,2014,900000,5/9/2017
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS            ,2,1986,1025,1142 BEDFORD AVENUE,11216,1,0,1,0,0,845000,2/8/2017
1,KIPS BAY,13 CONDOS - ELEVATOR APARTMENTS            ,2,943,1305,330 EAST 38TH STREET,10016,1,0,1,0,0,0,1/5/2017
1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1032,1498,350 WEST 42ND   STREET,10036,1,0,1,0,2004,1525000,7/27/2017
1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1226,1217,169 WEST 95TH   STREET,10025,1,0,1,0,1971,0,8/7/2017
3,SUNSET PARK,07 RENTALS - WALKUP APARTMENTS             ,2,718,32,358 41ST   STREET,11232,16,0,16,4007,1914,0,6/30/2017
4,FRESH MEADOWS,01 ONE FAMILY DWELLINGS                    ,1,7088,7,65-31 181 STREET,11365,1,0,1,4000,1945,0,4/13/2017
4,ASTORIA,07 RENTALS - WALKUP APARTMENTS             ,2A,697,79,30-34 44TH STREET,11103,6,0,6,2800,1928,0,4/21/2017
4,COLLEGE POINT,01 ONE FAMILY DWELLINGS                    ,1,3948,14,5-20 125TH   STREET,11356,1,0,1,5000,1910,780000,3/20/2017
4,WOODSIDE,02 TWO FAMILY DWELLINGS                    ,1,2327,62,48-56 58 LANE,11377,2,0,2,1239,1950,700000,3/30/2017
4,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,5066,1784,131-05 40TH   ROAD,11354,1,0,1,0,2015,850000,7/17/2017
1,TRIBECA,13 CONDOS - ELEVATOR APARTMENTS            ,2,16,7232,99 BATTERY PLACE,10280,1,0,1,0,0,655000,6/29/2017
4,KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,9629,1,"131-11 KEW GARDENS ROAD, 5N",11418,0,0,0,0,1960,190000,5/19/2017
5,WEST NEW BRIGHTON,29 COMMERCIAL GARAGES                      ,4,215,200,POST AVENUE,0,0,0,0,10000,0,525427,3/28/2017
3,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,1366,71,1367 PARK PLACE,11213,2,0,2,2044,1910,0,2/16/2017
3,SUNSET PARK,07 RENTALS - WALKUP APARTMENTS             ,2B,775,80,517 49TH   STREET,11232,8,0,8,3005,1914,0,6/13/2017
3,BROOKLYN HEIGHTS,13 CONDOS - ELEVATOR APARTMENTS            ,2,211,1612,72 POPLAR STREET,11201,1,0,1,0,1913,4315343,3/31/2017
1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2B,1711,5,405 EAST 117TH STREET,10035,7,0,7,1682,1900,1260000,8/2/2017
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS                    ,1,10164,29,104-33 165TH   STREET,11433,2,0,2,2500,1925,0,2/7/2017
3,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,1,1539,20,148A HULL ST,11233,2,0,2,1500,1915,635000,5/11/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5995,67,149 82ND   STREET,11209,1,0,1,5467,1910,0,6/28/2017
2,SOUNDVIEW,10 COOPS - ELEVATOR APARTMENTS             ,2,3740,5,"1104 ELDER AVENUE, 1M",10472,0,0,0,0,1928,44308,2/22/2017
2,RIVERDALE,37 RELIGIOUS FACILITIES                    ,4,5750,382,720 WEST 231 STREET,10463,0,1,1,367000,1936,86375000,7/10/2017
3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5621,12,4622 NEW UTRECHT AVENUE,11219,2,1,3,1421,1931,0,5/17/2017
2,CASTLE HILL/UNIONPORT,21 OFFICE BUILDINGS                        ,4,3611,1,2171 HOMER AVENUE,10473,0,1,1,2520,1960,440000,4/13/2017
3,WILLIAMSBURG-NORTH,01 ONE FAMILY DWELLINGS                    ,1,2331,53,265 NORTH 6 ST,11211,1,0,1,1045,1899,4150000,3/29/2017
2,SOUNDVIEW,01 ONE FAMILY DWELLINGS                    ,1,3441,49,1320 HARDING PARK,10473,1,0,1,2193,1910,191100,1/9/2017
4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11138,47,213-24 112TH   AVENUE,11429,2,0,2,3000,1925,0,4/11/2017
3,OCEAN PARKWAY-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,7107,34,453 AVENUE U,11223,2,0,2,2000,1901,0,1/19/2017
1,UPPER WEST SIDE (59-79),03 THREE FAMILY DWELLINGS                  ,1,1129,5,51 WEST 76TH   STREET,10023,3,0,3,2146,1972,0,8/18/2017
